STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,CLIMATE_CHANGE_INDICATORS,Climate Change Indicators,GEO_PICT,Pacific Island Countries and territories,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2020,,328173,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2021,,79389,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2022,,326878,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2023,,656518,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,GU,Guam,2024,,739146,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,NU,Niue,2017,,11600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1995,,82000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1996,,103000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1997,,81000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1998,,78000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,1999,,96000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2000,,106000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2001,,106000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2002,,99000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2003,,102000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2004,,99000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2005,,126000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2006,,154000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2007,,167000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2008,,196600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2009,,225500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2010,,237700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2011,,248900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2012,,321000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2013,,357000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2014,,329000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2015,,287000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2016,,351600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2017,,332700,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2018,,350200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2019,,256000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2020,,82400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,VU,Vanuatu,2022,,65000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2010,,40300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2011,,41300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2012,,50200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2013,,49300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2014,,51600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2015,,47100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2016,,38300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2017,,42300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2018,,51800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,AS,American Samoa,2019,,58600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,1999,,20300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2000,,13400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2001,,14500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2002,,119500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2003,,130100,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2004,,63900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2005,,50200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2006,,10800,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2007,,32300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2014,,8300,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2015,,8200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2016,,7600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2017,,7500,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2018,,9000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,KI,Kiribati,2019,,12000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2006,,116000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2007,,122000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2008,,122000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2009,,129000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2010,,130000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2011,,128000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2012,,135000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2013,,125000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2014,,132000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2015,,139000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2016,,146000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2017,,158000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2018,,172000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2019,,181000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2020,,23900,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2021,,2600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,WS,Samoa,2022,,50600,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2008,,120000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2009,,126000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2010,,146000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2011,,165000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2012,,175000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2013,,182000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2014,,191000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2015,,199000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2016,,198000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2017,,182000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2018,,195000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2019,,211000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2020,,39000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2021,,17000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,PG,Papua New Guinea,2022,,69400,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,1995,,476000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,1996,,534000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,1997,,547000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,1998,,499000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,1999,,544000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2000,,434000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2001,,446000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2002,,461000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2003,,451000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2004,,513000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2005,,547000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2007,,542000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2008,,627000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2009,,605000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2010,,692000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2011,,734000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2012,,741000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2013,,769000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2014,,781000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2015,,869000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2016,,963000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2017,,1027000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2018,,1058000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2019,,969000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2020,,168200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2021,,32000,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2022,,652200,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2023,,929740,,,,N,units,,,,,,,,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),Climate Change indicators,I,A,Annual,TRSM_ARR,Tourism Arrivals,FJ,Fiji,2024,,928938,,,,N,units,,,,,,,,
